"Plot_Name","Unit_Code","Unit_Group","Subunit_Code","Cycle","Panel","Frame","Sample_Year","Date","TSN","Latin_Name","Tag_Status","Host_Tag","Host_Latin_Name","Host_Status","Condition","Exotic"
"NACE-0055","NACE","GREE","BAWA",2.00,4,"Region",2013,20130605,43346,"Smilax rotundifolia","Tree",18467,"Acer rubrum","Alive Standing",,0
"NACE-0055","NACE","GREE","BAWA",1.00,4,"Region",2009,20090903,43346,"Smilax rotundifolia","Tree",18467,"Acer rubrum","Alive Standing",,0
"NACE-0045","NACE","GREE","BAWA",2.00,4,"Region",2013,20130610,43346,"Smilax rotundifolia","Tree",18436,"Acer rubrum","Alive Standing",,0
"PRWI-0097","PRWI","PRWI","na",4.00,2,"Region",2019,20190816,43346,"Smilax rotundifolia","Tree",22088,"Fagus grandifolia","Alive Standing",,0
"NACE-0107","NACE","GREE","GREE",3.00,3,"Region",2016,20160502,43346,"Smilax rotundifolia","Tree",11614,"Acer rubrum","Alive Standing",,0
"NACE-0004","NACE","GREE","BAWA",4.00,1,"Region",2018,20180427,43346,"Smilax rotundifolia","Tree",87,"Prunus serotina","Alive Leaning",,0
"NACE-0623","NACE","PISC","PISC",4.00,2,"Region",2019,20190522,43346,"Smilax rotundifolia","Tree",21949,"Quercus phellos","Alive Standing",,0
"PRWI-0025","PRWI","PRWI","na",3.00,2,"Region",2015,20150527,43346,"Smilax rotundifolia","Tree",10358,"Pinus virginiana","Alive Standing",,0
"NACE-0004","NACE","GREE","BAWA",3.00,1,"Region",2014,20140530,43346,"Smilax rotundifolia","Tree",85,"Acer rubrum","Alive Standing",,0
"PRWI-0025","PRWI","PRWI","na",4.00,2,"Region",2019,20190708,43346,"Smilax rotundifolia","Tree",6702,"Fagus grandifolia","Alive Standing",,0
"PRWI-0431","PRWI","PRWI","na",4.00,2,"Region",2019,20190906,43346,"Smilax rotundifolia","Tree",25185,"Fagus grandifolia","Alive Standing","Vines in the crown",0
"PRWI-0069","PRWI","PRWI","na",2.00,3,"Region",2012,20120801,43346,"Smilax rotundifolia","Tree",17647,"Pinus virginiana","Alive Standing",,0
"PRWI-0069","PRWI","PRWI","na",3.00,3,"Region",2016,20160713,43346,"Smilax rotundifolia","Tree",17647,"Pinus virginiana","Alive Standing",,0
"PRWI-0338","PRWI","PRWI","na",3.00,1,"Region",2014,20140710,43346,"Smilax rotundifolia","Tree",2807,"Fagus grandifolia","Alive Standing",,0
"CHOH-1201","CHOH","BRUN","na",4.00,1,"Region",2018,20180730,43346,"Smilax rotundifolia","Tree",737,"Ulmus americana","Alive Standing","Vines in the crown",0
"PRWI-0313","PRWI","PRWI","na",2.00,2,"Region",2011,20110725,43346,"Smilax rotundifolia","Tree",10602,"Ilex opaca","Alive Standing",,0
"NACE-0045","NACE","GREE","BAWA",2.00,4,"Region",2013,20130610,43346,"Smilax rotundifolia","Tree",18431,"Acer rubrum","Alive Standing",,0
"NACE-0107","NACE","GREE","GREE",2.00,3,"Region",2012,20120618,43346,"Smilax rotundifolia","Tree",11614,"Acer rubrum","Alive Standing",,0
"NACE-0045","NACE","GREE","BAWA",3.00,4,"Region",2017,20170606,43346,"Smilax rotundifolia","Tree",18431,"Acer rubrum","Alive Standing",,0
"PRWI-0238","PRWI","PRWI","na",3.00,1,"Region",2014,20140611,43346,"Smilax rotundifolia","Tree",3067,"Liriodendron tulipifera","Alive Standing",,0
"PRWI-0379","PRWI","PRWI","na",3.00,3,"Region",2016,20160804,43346,"Smilax rotundifolia","Tree",22868,"Carpinus caroliniana","Alive Standing",,0
"NACE-0097","NACE","GREE","BAWA",2.00,4,"Region",2013,20130605,43346,"Smilax rotundifolia","Tree",18485,"Acer rubrum","Alive Standing",,0
"NACE-0097","NACE","GREE","BAWA",1.00,4,"Region",2009,20090904,43346,"Smilax rotundifolia","Tree",18485,"Acer rubrum","Alive Standing",,0
"NACE-0045","NACE","GREE","BAWA",3.00,4,"Region",2017,20170606,43346,"Smilax rotundifolia","Tree",18432,"Acer rubrum","Alive Standing",,0
"HAFE-0028","HAFE","MAHE","na",2.00,3,"Region",2012,20121001,43346,"Smilax rotundifolia","Tree",13569,"Fagus grandifolia","Alive Standing",,0
"CHOH-1201","CHOH","BRUN","na",2.00,1,"Region",2010,20100610,43346,"Smilax rotundifolia","Tree",737,"Ulmus americana","Alive Standing",,0
"PRWI-0069","PRWI","PRWI","na",2.00,3,"Region",2012,20120801,43346,"Smilax rotundifolia","Tree",17686,"Pinus virginiana","Alive Standing",,0
"NACE-0623","NACE","PISC","PISC",4.00,2,"Region",2019,20190522,43346,"Smilax rotundifolia","Tree",8247,"Ilex opaca","Alive Standing",,0
"PRWI-0436","PRWI","PRWI","na",3.00,1,"Region",2014,20140728,43346,"Smilax rotundifolia","Tree",3320,"Fagus grandifolia","Alive Standing",,0
"PRWI-0097","PRWI","PRWI","na",2.00,2,"Region",2011,20110727,43346,"Smilax rotundifolia","Tree",10800,"Acer rubrum","Alive Standing",,0
"NACE-0649","NACE","PISC","PISC",2.00,3,"Region",2012,20120724,43346,"Smilax rotundifolia","Tree",16474,"Ailanthus altissima","Alive Broken","Vines in the crown",0
"ROCR-0074","ROCR","ROCR","na",3.00,4,"Region",2017,20170525,43346,"Smilax rotundifolia","Tree",23202,"Fagus grandifolia","Alive Standing",,0
"NACE-0167","NACE","GREE","BAWA",3.00,4,"Region",2017,20170530,43346,"Smilax rotundifolia","Tree",20187,"Acer rubrum","Alive Standing","Vines in the crown",0
"NACE-0167","NACE","GREE","BAWA",2.00,4,"Region",2013,20130604,43346,"Smilax rotundifolia","Tree",20187,"Acer rubrum","Alive Standing",,0
"PRWI-0097","PRWI","PRWI","na",3.00,2,"Region",2015,20150610,43346,"Smilax rotundifolia","Tree",10800,"Acer rubrum","Alive Standing",,0
"MANA-0002","MANA","MANA","na",2.00,1,"Region",2010,20100624,43346,"Smilax rotundifolia","Tree",194,"Juniperus virginiana","Downgraded to Non-Sampled",,0
"NACE-0296","NACE","NACE","FOCI",2.00,3,"Region",2012,20120802,43346,"Smilax rotundifolia","Tree",11776,"Robinia pseudoacacia","Alive Standing",,0
"PRWI-0286","PRWI","PRWI","na",2.00,4,"Region",2013,20130625,43346,"Smilax rotundifolia","Tree",18993,"Acer rubrum","Alive Standing",,0
"NACE-0296","NACE","NACE","FOCI",3.00,3,"Region",2016,20160603,43346,"Smilax rotundifolia","Tree",11776,"Robinia pseudoacacia","Alive Standing","Vines in the crown",0
"NACE-0045","NACE","GREE","BAWA",3.00,4,"Region",2017,20170606,43346,"Smilax rotundifolia","Tree",18440,"Nyssa sylvatica","Alive Standing",,0
"NACE-0097","NACE","GREE","BAWA",3.00,4,"Region",2017,20170621,43346,"Smilax rotundifolia","Tree",18494,"Acer rubrum","Alive Standing",,0
"NACE-0586","NACE","PISC","PISC",3.00,4,"Region",2017,20170522,43346,"Smilax rotundifolia","Tree",20166,"Acer negundo","Alive Standing","Vines in the crown",0
"NACE-0045","NACE","GREE","BAWA",2.00,4,"Region",2013,20130610,43346,"Smilax rotundifolia","Tree",18440,"Nyssa sylvatica","Alive Standing","Vines in the crown",0
"NACE-0623","NACE","PISC","PISC",2.00,2,"Region",2011,20110913,43346,"Smilax rotundifolia","Tree",8247,"Ilex opaca","Alive Broken","Vines in the crown",0
"NACE-0045","NACE","GREE","BAWA",1.00,4,"Region",2009,20090824,43346,"Smilax rotundifolia","Tree",18440,"Nyssa sylvatica","Alive Standing","Vines in the crown",0
"NACE-0341","NACE","NACE","SHEP",4.00,2,"Region",2019,20190517,43346,"Smilax rotundifolia","Tree",8082,"Robinia pseudoacacia","Alive Standing","Vines in the crown",0
"PRWI-0082","PRWI","PRWI","na",2.00,4,"Region",2013,20130806,43346,"Smilax rotundifolia","Tree",13965,"Pinus virginiana","Alive Standing",,0
"PRWI-0144","PRWI","PRWI","na",3.00,3,"Region",2016,20160601,43346,"Smilax rotundifolia","Tree",16590,"Fagus grandifolia","Alive Standing",,0
"PRWI-0025","PRWI","PRWI","na",2.00,2,"Region",2011,20110701,43346,"Smilax rotundifolia","Tree",10351,"Ilex opaca","Alive Standing","Vines in the crown",0
"PRWI-0147","PRWI","PRWI","na",2.00,4,"Region",2013,20130723,43346,"Smilax rotundifolia","Tree",19437,"Fagus grandifolia","Alive Broken",,0
"CHOH-1201","CHOH","BRUN","na",3.00,1,"Region",2014,20140616,43346,"Smilax rotundifolia","Tree",726,"Ulmus americana","Alive Standing","Vines in the crown",0
"NACE-0055","NACE","GREE","BAWA",2.00,4,"Region",2013,20130605,43346,"Smilax rotundifolia","Tree",18480,"Liquidambar styraciflua","Alive Standing","Vines in the crown",0
"PRWI-0147","PRWI","PRWI","na",3.00,4,"Region",2017,20170601,43346,"Smilax rotundifolia","Tree",19437,"Fagus grandifolia","Alive Broken",,0
"NACE-0055","NACE","GREE","BAWA",1.00,4,"Region",2009,20090903,43346,"Smilax rotundifolia","Tree",18480,"Liquidambar styraciflua","Alive Broken",,0
"PRWI-0238","PRWI","PRWI","na",3.00,1,"Region",2014,20140611,43346,"Smilax rotundifolia","Tree",12702,"Quercus falcata","Alive Leaning",,0
"PRWI-0313","PRWI","PRWI","na",2.00,2,"Region",2011,20110725,43346,"Smilax rotundifolia","Tree",10606,"Carpinus caroliniana","Alive Standing",,0
"NACE-0080","NACE","GREE","GREE",2.00,3,"Region",2012,20120618,43346,"Smilax rotundifolia","Tree",11727,"Quercus coccinea","Alive Standing",,0
"PRWI-0436","PRWI","PRWI","na",2.00,1,"Region",2010,20100625,43346,"Smilax rotundifolia","Tree",3320,"Fagus grandifolia","Alive Standing",,0
"PRWI-0025","PRWI","PRWI","na",4.00,2,"Region",2019,20190708,43346,"Smilax rotundifolia","Tree",10351,"Ilex opaca","Alive Standing",,0
"NACE-0341","NACE","NACE","SHEP",3.00,2,"Region",2015,20150514,43346,"Smilax rotundifolia","Tree",8082,"Robinia pseudoacacia","Alive Standing","Vines in the crown",0
"NACE-0087","NACE","GREE","GREE",2.00,1,"Region",2010,20100622,43346,"Smilax rotundifolia","Tree",1421,"Nyssa sylvatica","Alive Standing","Vines in the crown",0
"ROCR-0147","ROCR","ROCR","na",1.00,4,"Region",2009,20090819,43346,"Smilax rotundifolia","Tree",14669,"Acer rubrum","Alive Standing",,0
"NACE-0087","NACE","GREE","GREE",3.00,1,"Region",2014,20140529,43346,"Smilax rotundifolia","Tree",1421,"Nyssa sylvatica","Alive Standing","Vines in the crown",0
"NACE-0623","NACE","PISC","PISC",4.00,2,"Region",2019,20190522,43346,"Smilax rotundifolia","Tree",25335,"Quercus alba","Alive Standing",,0
"NACE-0087","NACE","GREE","GREE",4.00,1,"Region",2018,20180522,43346,"Smilax rotundifolia","Tree",1421,"Nyssa sylvatica","Alive Standing",,0
"PRWI-0456","PRWI","PRWI","na",3.00,4,"Region",2017,20170906,43346,"Smilax rotundifolia","Tree",14186,"Nyssa sylvatica","Alive Standing",,0
"NACE-0623","NACE","PISC","PISC",3.00,2,"Region",2015,20150512,43346,"Smilax rotundifolia","Tree",25335,"Quercus alba","Alive Standing",,0
"NACE-0623","NACE","PISC","PISC",2.00,2,"Region",2011,20110913,43346,"Smilax rotundifolia","Tree",25335,"Quercus alba","Alive Standing",,0
"PRWI-0276","PRWI","PRWI","na",4.00,1,"Region",2018,20180605,43346,"Smilax rotundifolia","Tree",23195,"Pinus virginiana","Alive Standing",,0
"ROCR-0147","ROCR","ROCR","na",3.00,4,"Region",2017,20170516,43346,"Smilax rotundifolia","Tree",14669,"Acer rubrum","Alive Standing",,0
"CHOH-1201","CHOH","BRUN","na",2.00,1,"Region",2010,20100610,43346,"Smilax rotundifolia","Tree",752,"Prunus serotina","Alive Standing",,0
"NACE-0623","NACE","PISC","PISC",3.00,2,"Region",2015,20150512,43346,"Smilax rotundifolia","Tree",8247,"Ilex opaca","Alive Standing",,0
"NACE-0623","NACE","PISC","PISC",4.00,2,"Region",2019,20190522,43346,"Smilax rotundifolia","Tree",8238,"Ilex opaca","Alive Standing",,0
"NACE-0107","NACE","GREE","GREE",2.00,3,"Region",2012,20120618,43346,"Smilax rotundifolia","Tree",11627,"Acer rubrum","Alive Standing",,0
"NACE-0145","NACE","GREE","BAWA",2.00,3,"Region",2012,20120619,43346,"Smilax rotundifolia","Tree",11663,"Acer rubrum","Alive Standing",,0
"NACE-0341","NACE","NACE","SHEP",2.00,2,"Region",2011,20110919,43346,"Smilax rotundifolia","Tree",8091,"Prunus serotina","Alive Standing",,0
"NACE-0145","NACE","GREE","BAWA",2.00,3,"Region",2012,20120619,43346,"Smilax rotundifolia","Tree",11660,"Acer rubrum","Alive Standing",,0
"NACE-0145","NACE","GREE","BAWA",3.00,3,"Region",2016,20160504,43346,"Smilax rotundifolia","Tree",11660,"Acer rubrum","Alive Standing",,0
"PRWI-0625","PRWI","PRWI","na",2.00,2,"Region",2011,20110812,43346,"Smilax rotundifolia","Tree",10298,"Quercus alba","Alive Standing",,0
"NACE-0623","NACE","PISC","PISC",2.00,2,"Region",2011,20110913,43346,"Smilax rotundifolia","Tree",8238,"Ilex opaca","Alive Standing",,0
"PRWI-0625","PRWI","PRWI","na",3.00,2,"Region",2015,20150616,43346,"Smilax rotundifolia","Tree",10298,"Quercus alba","Alive Standing",,0
"NACE-0055","NACE","GREE","BAWA",2.00,4,"Region",2013,20130605,43346,"Smilax rotundifolia","Tree",18461,"Acer rubrum","Alive Standing",,0
"PRWI-0431","PRWI","PRWI","na",2.00,2,"Region",2011,20110901,43346,"Smilax rotundifolia","Tree",10648,"Sassafras albidum","Alive Broken",,0
"PRWI-0659","PRWI","PRWI","na",1.00,4,"Region",2009,20090731,43346,"Smilax rotundifolia","Tree",19288,"Pinus virginiana","Alive Standing",,0
"PRWI-0147","PRWI","PRWI","na",1.00,4,"Region",2009,20090707,43346,"Smilax rotundifolia","Inactive (In Field)",19431,"Pinus virginiana","Alive Standing",,0
"CHOH-1201","CHOH","BRUN","na",3.00,1,"Region",2014,20140616,43346,"Smilax rotundifolia","Tree",752,"Prunus serotina","Alive Standing",,0
"NACE-0029","NACE","GREE","BAWA",3.00,3,"Region",2016,20160503,43346,"Smilax rotundifolia","Tree",11459,"Fagus grandifolia","Alive Standing",,0
"PRWI-0659","PRWI","PRWI","na",1.00,4,"Region",2009,20090731,43346,"Smilax rotundifolia","Inactive (In Field)",19105,"Pinus virginiana","Alive Standing",,0
"NACE-0029","NACE","GREE","BAWA",2.00,3,"Region",2012,20120622,43346,"Smilax rotundifolia","Tree",11459,"Fagus grandifolia","Alive Standing",,0
"CHOH-1201","CHOH","BRUN","na",4.00,1,"Region",2018,20180730,43346,"Smilax rotundifolia","Tree",752,"Prunus serotina","Alive Standing","Vines in the crown",0
"NACE-0004","NACE","GREE","BAWA",3.00,1,"Region",2014,20140530,43346,"Smilax rotundifolia","Tree",87,"Prunus serotina","Alive Leaning","Vines in the crown",0
"NACE-0145","NACE","GREE","BAWA",3.00,3,"Region",2016,20160504,43346,"Smilax rotundifolia","Tree",11663,"Acer rubrum","Alive Standing",,0
"PRWI-0378","PRWI","PRWI","na",3.00,2,"Region",2015,20150528,43346,"Smilax rotundifolia","Tree",5656,"Liquidambar styraciflua","Alive Standing",,0
"PRWI-0398","PRWI","PRWI","na",4.00,1,"Region",2018,20180621,43346,"Smilax rotundifolia","Tree",25677,"Fagus grandifolia","Alive Standing",,0
"PRWI-0090","PRWI","PRWI","na",1.00,4,"Region",2009,20090805,43346,"Smilax rotundifolia","Tree",13350,"Fagus grandifolia","Alive Standing",,0
"PRWI-0090","PRWI","PRWI","na",2.00,4,"Region",2013,20130624,43346,"Smilax rotundifolia","Tree",13350,"Fagus grandifolia","Alive Standing",,0
"PRWI-0398","PRWI","PRWI","na",3.00,1,"Region",2014,20140728,43346,"Smilax rotundifolia","Tree",3205,"Juniperus virginiana","Alive Standing",,0
"PRWI-0398","PRWI","PRWI","na",2.00,1,"Region",2010,20100521,43346,"Smilax rotundifolia","Tree",3205,"Juniperus virginiana","Alive Standing",,0
"NACE-0341","NACE","NACE","SHEP",2.00,2,"Region",2011,20110919,43346,"Smilax rotundifolia","Tree",8082,"Robinia pseudoacacia","Alive Broken",,0
"NACE-0341","NACE","NACE","SHEP",3.00,2,"Region",2015,20150514,43346,"Smilax rotundifolia","Tree",21969,"Prunus serotina","Alive Broken","Vines in the crown",0
"NACE-0341","NACE","NACE","SHEP",4.00,2,"Region",2019,20190517,43346,"Smilax rotundifolia","Tree",8091,"Prunus serotina","Alive Standing","Vines in the crown",0
"NACE-0623","NACE","PISC","PISC",3.00,2,"Region",2015,20150512,43346,"Smilax rotundifolia","Tree",8238,"Ilex opaca","Alive Standing","Vines in the crown",0
"NACE-0649","NACE","PISC","PISC",2.00,3,"Region",2012,20120724,43346,"Smilax rotundifolia","Tree",11202,"Liquidambar styraciflua","Alive Standing",,0
"CHOH-0026","CHOH","CUMB","na",4.00,1,"Region",2018,20180615,43346,"Smilax rotundifolia","Tree",3675,"Acer negundo","Alive Standing","Vines in the crown",0
"PRWI-0082","PRWI","PRWI","na",3.00,4,"Region",2017,20170718,43346,"Smilax rotundifolia","Tree",20704,"Fagus grandifolia","Alive Standing",,0
"PRWI-0124","PRWI","PRWI","na",3.00,3,"Region",2016,20160613,43346,"Smilax rotundifolia","Tree",22433,"Ilex opaca","Alive Standing",,0
"NACE-0341","NACE","NACE","SHEP",3.00,2,"Region",2015,20150514,43346,"Smilax rotundifolia","Tree",8091,"Prunus serotina","Alive Standing","Vines in the crown",0
"NACE-0004","NACE","GREE","BAWA",3.00,1,"Region",2014,20140530,43346,"Smilax rotundifolia","Tree",12525,"Quercus palustris","Alive Standing",,0
"PRWI-0276","PRWI","PRWI","na",4.00,1,"Region",2018,20180605,43346,"Smilax rotundifolia","Tree",25609,"Pinus virginiana","Alive Standing",,0
"NACE-0004","NACE","GREE","BAWA",4.00,1,"Region",2018,20180427,43346,"Smilax rotundifolia","Tree",12525,"Quercus palustris","Alive Standing",,0
"NACE-0055","NACE","GREE","BAWA",1.00,4,"Region",2009,20090903,43346,"Smilax rotundifolia","Tree",18461,"Acer rubrum","Alive Standing",,0
"NACE-0004","NACE","GREE","BAWA",2.00,1,"Region",2010,20100528,43346,"Smilax rotundifolia","Tree",12525,"Quercus palustris","Alive Standing",,0
"NACE-0055","NACE","GREE","BAWA",3.00,4,"Region",2017,20170609,43346,"Smilax rotundifolia","Tree",18461,"Acer rubrum","Alive Standing",,0
"MANA-0060","MANA","MANA","na",2.00,1,"Region",2010,20100623,43346,"Smilax rotundifolia","Tree",557,"Quercus bicolor","Alive Standing",,0
"CHOH-0281","CHOH","CUMB","na",4.00,2,"Region",2019,20190822,43346,"Smilax rotundifolia","Tree",8169,"Fraxinus americana","Alive Standing","Vines in the crown",0
"PRWI-0069","PRWI","PRWI","na",2.00,3,"Region",2012,20120801,43346,"Smilax rotundifolia","Tree",17640,"Pinus virginiana","Alive Standing",,0
"MANA-0060","MANA","MANA","na",3.00,1,"Region",2014,20140520,43346,"Smilax rotundifolia","Tree",565,"Juniperus virginiana","Alive Standing",,0
"PRWI-0379","PRWI","PRWI","na",3.00,3,"Region",2016,20160804,43346,"Smilax rotundifolia","Tree",17953,"Fraxinus americana","Alive Standing",,0
"PRWI-0379","PRWI","PRWI","na",2.00,3,"Region",2012,20120816,43346,"Smilax rotundifolia","Tree",17953,"Fraxinus americana","Alive Standing",,0
"PRWI-0392","PRWI","PRWI","na",2.00,3,"Region",2012,20120830,43346,"Smilax rotundifolia","Tree",17152,"Quercus alba","Alive Standing",,0
"PRWI-0659","PRWI","PRWI","na",2.00,4,"Region",2013,20130702,43346,"Smilax rotundifolia","Tree",19123,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"PRWI-0659","PRWI","PRWI","na",1.00,4,"Region",2009,20090731,43346,"Smilax rotundifolia","Tree",19123,"Juniperus virginiana","Alive Standing",,0
"GWMP-0286","GWMP","TIDE","na",3.00,3,"Region",2016,20160811,43346,"Smilax rotundifolia","Tree",22923,"Platanus occidentalis","Alive Standing",,0
"PRWI-0378","PRWI","PRWI","na",2.00,2,"Region",2011,20110830,43346,"Smilax rotundifolia","Tree",5660,"Acer rubrum","Alive Standing",,0
"PRWI-0147","PRWI","PRWI","na",3.00,4,"Region",2017,20170601,43346,"Smilax rotundifolia","Tree",20633,"Fagus grandifolia","Alive Standing",,0
"PRWI-0378","PRWI","PRWI","na",3.00,2,"Region",2015,20150528,43346,"Smilax rotundifolia","Tree",5660,"Acer rubrum","Alive Standing","Vines in the crown",0
"PRWI-0378","PRWI","PRWI","na",4.00,2,"Region",2019,20190618,43346,"Smilax rotundifolia","Tree",5660,"Acer rubrum","Alive Standing",,0
"PRWI-0025","PRWI","PRWI","na",2.00,2,"Region",2011,20110701,43346,"Smilax rotundifolia","Tree",15379,"Fagus grandifolia","Alive Standing",,0
"ROCR-0147","ROCR","ROCR","na",1.00,4,"Region",2009,20090819,43346,"Smilax rotundifolia","Tree",20943,"Quercus falcata","Alive Standing",,0
"NACE-0491","NACE","PISC","PISC",2.00,1,"Region",2010,20100726,43346,"Smilax rotundifolia","Tree",1106,"Fraxinus pennsylvanica","Alive Standing","Vines in the crown",0
"CHOH-0281","CHOH","CUMB","na",3.00,2,"Region",2015,20150824,43346,"Smilax rotundifolia","Tree",8169,"Fraxinus americana","Alive Standing","Vines in the crown",0
"ROCR-0147","ROCR","ROCR","na",3.00,4,"Region",2017,20170516,43346,"Smilax rotundifolia","Tree",20943,"Quercus falcata","Alive Standing",,0
"PRWI-0147","PRWI","PRWI","na",3.00,4,"Region",2017,20170601,43346,"Smilax rotundifolia","Tree",19427,"Quercus alba","Alive Standing",,0
"PRWI-0435","PRWI","PRWI","na",3.00,4,"Region",2017,20170622,43346,"Smilax rotundifolia","Tree",19497,"Acer rubrum","Alive Standing",,0
"PRWI-0435","PRWI","PRWI","na",2.00,4,"Region",2013,20130712,43346,"Smilax rotundifolia","Tree",19497,"Acer rubrum","Alive Standing",,0
"PRWI-0435","PRWI","PRWI","na",1.00,4,"Region",2009,20090729,43346,"Smilax rotundifolia","Tree",19497,"Acer rubrum","Alive Standing",,0
"NACE-0477","NACE","PISC","PISC",2.00,2,"Region",2011,20110928,43346,"Smilax rotundifolia","Tree",6396,"Fraxinus pennsylvanica","Alive Standing",,0
"PRWI-0280","PRWI","PRWI","na",1.00,4,"Region",2009,20090826,43346,"Smilax rotundifolia","Tree",18928,"Fagus grandifolia","Alive Broken",,0
"PRWI-0494","PRWI","PRWI","na",2.00,4,"Region",2013,20130801,43346,"Smilax rotundifolia","Tree",18310,"Cornus florida","Alive Leaning",,0
"PRWI-0494","PRWI","PRWI","na",3.00,4,"Region",2017,20170809,43346,"Smilax rotundifolia","Tree",18310,"Cornus florida","Alive Leaning",,0
"PRWI-0025","PRWI","PRWI","na",4.00,2,"Region",2019,20190708,43346,"Smilax rotundifolia","Tree",15379,"Fagus grandifolia","Alive Standing",,0
"NACE-0055","NACE","GREE","BAWA",2.00,4,"Region",2013,20130605,43346,"Smilax rotundifolia","Tree",18464,"Liquidambar styraciflua","Alive Standing","Vines in the crown",0
"HAFE-0195","HAFE","LOHE","na",2.00,3,"Region",2012,20120628,43346,"Smilax rotundifolia","Inactive (In Field)",13259,"Acer rubrum","Alive Broken",,0
"ROCR-0147","ROCR","ROCR","na",1.00,4,"Region",2009,20090819,43346,"Smilax rotundifolia","Inactive (In Field)",14667,"Prunus serotina","Alive Standing","Vines in the crown",0
"NACE-0167","NACE","GREE","BAWA",3.00,4,"Region",2017,20170530,43346,"Smilax rotundifolia","Tree",14784,"Acer rubrum","Alive Standing",,0
"NACE-0167","NACE","GREE","BAWA",2.00,4,"Region",2013,20130604,43346,"Smilax rotundifolia","Tree",14784,"Acer rubrum","Alive Standing",,0
"NACE-0167","NACE","GREE","BAWA",1.00,4,"Region",2009,20090902,43346,"Smilax rotundifolia","Tree",14784,"Acer rubrum","Alive Standing",,0
"GWMP-0286","GWMP","TIDE","na",3.00,3,"Region",2016,20160811,43346,"Smilax rotundifolia","Tree",8964,"Acer rubrum","Alive Standing",,0
"PRWI-0379","PRWI","PRWI","na",3.00,3,"Region",2016,20160804,43346,"Smilax rotundifolia","Tree",22864,"Fagus grandifolia","Alive Standing",,0
"PRWI-0181","PRWI","PRWI","na",3.00,1,"Region",2014,20140604,43346,"Smilax rotundifolia","Tree",2478,"Pinus virginiana","Alive Standing",,0
"PRWI-0659","PRWI","PRWI","na",3.00,4,"Region",2017,20170615,43346,"Smilax rotundifolia","Tree",19127,"Pinus virginiana","Alive Standing",,0
"PRWI-0659","PRWI","PRWI","na",2.00,4,"Region",2013,20130702,43346,"Smilax rotundifolia","Tree",19127,"Pinus virginiana","Alive Standing",,0
"PRWI-0659","PRWI","PRWI","na",2.00,4,"Region",2013,20130702,43346,"Smilax rotundifolia","Tree",19285,"Pinus virginiana","Alive Standing",,0
"PRWI-0012","PRWI","PRWI","na",2.00,1,"Region",2010,20100803,43346,"Smilax rotundifolia","Tree",3002,"Quercus alba","Alive Leaning",,0
"PRWI-0276","PRWI","PRWI","na",4.00,1,"Region",2018,20180605,43346,"Smilax rotundifolia","Tree",23197,"Acer rubrum","Alive Standing",,0
"NACE-0167","NACE","GREE","BAWA",3.00,4,"Region",2017,20170530,43346,"Smilax rotundifolia","Tree",14783,"Pyrus betulifolia","Alive Standing",,0
"NACE-0145","NACE","GREE","BAWA",2.00,3,"Region",2012,20120619,43346,"Smilax rotundifolia","Tree",11648,"Liriodendron tulipifera","Alive Standing",,0
"GWMP-0286","GWMP","TIDE","na",2.00,3,"Region",2012,20120604,43346,"Smilax rotundifolia","Tree",11536,"Fraxinus profunda","Alive Standing",,0
"NACE-0094","NACE","GREE","GREE",4.00,2,"Region",2019,20190509,43346,"Smilax rotundifolia","Tree",25297,"Ilex opaca","Alive Standing","Vines in the crown",0
"PRWI-0082","PRWI","PRWI","na",1.00,4,"Region",2009,20090814,43346,"Smilax rotundifolia","Tree",13943,"Pinus virginiana","Alive Standing",,0
"PRWI-0379","PRWI","PRWI","na",3.00,3,"Region",2016,20160804,43346,"Smilax rotundifolia","Tree",17924,"Acer rubrum","Alive Standing",,0
"PRWI-0601","PRWI","PRWI","na",2.00,3,"Region",2012,20120806,43346,"Smilax rotundifolia","Tree",17330,"Pinus virginiana","Alive Standing",,0
"PRWI-0601","PRWI","PRWI","na",3.00,3,"Region",2016,20160809,43346,"Smilax rotundifolia","Tree",17330,"Pinus virginiana","Alive Standing",,0
"NACE-0087","NACE","GREE","GREE",4.00,1,"Region",2018,20180522,43346,"Smilax rotundifolia","Tree",1438,"Nyssa sylvatica","Alive Standing",,0
"NACE-0107","NACE","GREE","GREE",3.00,3,"Region",2016,20160502,43346,"Smilax rotundifolia","Tree",7402,"Ilex opaca","Alive Standing","Vines in the crown",0
"PRWI-0456","PRWI","PRWI","na",3.00,4,"Region",2017,20170906,43346,"Smilax rotundifolia","Tree",14188,"Nyssa sylvatica","Alive Standing",,0
"PRWI-0456","PRWI","PRWI","na",2.00,4,"Region",2013,20130816,43346,"Smilax rotundifolia","Tree",14188,"Nyssa sylvatica","Alive Standing",,0
"GWMP-0058","GWMP","POGO","GRFA",3.00,2,"Region",2015,20150715,43346,"Smilax rotundifolia","Tree",15497,"Nyssa sylvatica","Alive Standing",,0
"PRWI-0280","PRWI","PRWI","na",3.00,4,"Region",2017,20170608,43346,"Smilax rotundifolia","Tree",18919,"Fagus grandifolia","Alive Standing",,0
"PRWI-0659","PRWI","PRWI","na",1.00,4,"Region",2009,20090731,43346,"Smilax rotundifolia","Tree",19295,"Pinus virginiana","Alive Standing",,0
