"","Plot_Name","Sample_Year","Live_BA","Dead_BA","Rock_Cover","Bare_Soil_Cover","Trampled","Event_Date_Txt","Deer_Impact","Protocol_Name"
"891","PRWI-0014",2013,1.75649,0.48441,"<1","75-100","<1",20130830,4,"2.0.1"
"892","PRWI-0020",2008,1.51431,NA,"<1","75-100","<1",20080919,NA,"1.0"
"893","PRWI-0020",2016,1.98051,0,"<1","75-100","<1",20160624,5,"2.2"
"894","PRWI-0020",2012,1.82182,NA,"<1","75-100","<1",20120822,NA,"2.0.1"
"895","PRWI-0025",2019,1.7405,1.41979,"<1","75-100","<1",20190708,4,""
"896","PRWI-0025",2011,2.34869,NA,"<1","75-100","<1",20110701,NA,"2.0.1"
"897","PRWI-0025",2007,2.86989,NA,"<1","75-100","<1",20070912,NA,"1.0"
"898","PRWI-0025",2015,2.24681,0.90345,"<1","75-100","<1",20150527,5,"2.2"
"899","PRWI-0028",2013,2.76466,0,"<1","50-75","<1",20130619,3,"2.0.1"
"900","PRWI-0028",2017,2.93673,0,"<1","50-75","<1",20170718,4,"2.3"
"901","PRWI-0028",2009,2.57573,NA,"<1","50-75","<1",20090814,NA,"2.0"
"902","PRWI-0039",2007,1.93463,NA,"<1","5-25","<1",20070912,NA,"1.0"
"903","PRWI-0039",2011,1.84852,NA,"<1","25-50","<1",20110726,NA,"2.0.1"
"904","PRWI-0039",2015,1.94874,0.25761,"<1","25-50","<1",20150602,3,"2.2"
"905","PRWI-0039",2019,2.06693,0.01453,"<1","25-50","<1",20190715,3,""
"906","PRWI-0041",2011,3.1595,NA,"<1","75-100","<1",20110726,NA,"2.0.1"
"907","PRWI-0041",2019,3.38008,0.04844,"<1","75-100","5-25",20190709,5,""
"908","PRWI-0041",2007,3.11931,NA,"1-5","75-100","<1",20070912,NA,"1.0"
"909","PRWI-0041",2015,3.33885,0.23878,"<1","75-100","5-25",20150602,5,"2.2"
"910","PRWI-0051",2010,2.02607,NA,"<1","50-75","<1",20100910,NA,"2.0.1"
"911","PRWI-0051",2018,2.11752,0.16357,"<1","50-75","<1",20180813,3,"2.3"
"912","PRWI-0051",2006,1.97707,NA,"<1","<1","<1",20060915,NA,"1.0"
"913","PRWI-0051",2014,2.15238,0.03142,"<1","50-75","<1",20140612,4,"2.1"
"914","PRWI-0053",2008,1.88856,NA,"<1","75-100","<1",20080919,NA,"1.0"
"915","PRWI-0053",2016,2.04983,0.27288,"<1","75-100","<1",20160726,5,"2.2"
"916","PRWI-0053",2012,1.99002,NA,"<1","75-100","<1",20120904,NA,"2.0.1"
"917","PRWI-0055",2009,1.35305,NA,"<1","50-75","<1",20090818,NA,"2.0"
"918","PRWI-0055",2013,1.4271,0.32181,"<1","50-75","<1",20130722,4,"2.0.1"
"919","PRWI-0055",2017,1.52956,0.27384,"<1","50-75","1-5",20170724,4,"2.3"
"920","PRWI-0060",2013,2.27662,0.22478,"<1","75-100","<1",20130624,4,"2.0.1"
"921","PRWI-0060",2009,2.15397,NA,"<1","50-75","<1",20090804,NA,"2.0"
"922","PRWI-0060",2017,1.80148,0.87354,"<1","75-100","<1",20170509,5,"2.3"
"923","PRWI-0062",2010,2.12359,NA,"<1","25-50","<1",20100712,NA,"2.0.1"
"924","PRWI-0062",2006,1.99854,NA,"<1","<1","<1",20060912,NA,"1.0"
"925","PRWI-0062",2014,2.2246,0.1115,"<1","50-75","<1",20140724,4,"2.1"
"926","PRWI-0062",2018,2.37338,0.04714,"<1","75-100","1-5",20180817,4,"2.3"
"927","PRWI-0064",2016,2.42563,0.44201,"<1","50-75","5-25",20160726,4,"2.2"
"928","PRWI-0064",2012,2.38343,NA,"<1","25-50","5-25",20120907,NA,"2.0.1"
"929","PRWI-0064",2008,2.64105,NA,"1-5","25-50","<1",20080909,NA,"1.0"
"930","PRWI-0069",2008,2.86714,NA,"<1","50-75","<1",20080801,NA,"1.0"
"931","PRWI-0069",2016,2.73419,0.27767,"<1","25-50","<1",20160713,4,"2.2"
"932","PRWI-0069",2012,2.80725,NA,"<1","50-75","<1",20120801,NA,"2.0.1"
"933","PRWI-0075",2018,1.74796,0.58588,"<1","75-100","<1",20180817,5,"2.3"
"934","PRWI-0075",2010,1.80353,NA,"<1","75-100","<1",20100903,NA,"2.0.1"
"935","PRWI-0075",2006,2.05575,NA,"<1","<1","<1",20060906,NA,"1.0"
"936","PRWI-0075",2014,1.71854,0.60662,"<1","75-100","<1",20140724,4,"2.1"
"937","PRWI-0079",2017,2.80751,0.36228,"<1","50-75","<1",20170717,4,"2.3"
"938","PRWI-0079",2013,2.97089,0.20941,"<1","50-75","<1",20130619,4,"2.0.1"
"939","PRWI-0079",2009,2.90537,NA,"<1","50-75","<1",20090716,NA,"2.0"
"940","PRWI-0080",2006,1.43916,NA,"<1","<1","<1",20060915,NA,"1.0"
"941","PRWI-0080",2018,1.72056,0.01799,"<1","50-75","<1",20180813,3,"2.3"
"942","PRWI-0080",2014,1.61976,0.00899,"<1","50-75","<1",20140623,3,"2.1"
"943","PRWI-0080",2010,1.51684,NA,"<1","50-75","<1",20100729,NA,"2.0.1"
"944","PRWI-0082",2009,2.25776,NA,"<1","75-100","<1",20090814,NA,"2.0"
"945","PRWI-0082",2017,2.17536,0.4113,"<1","75-100","<1",20170718,4,"2.3"
"946","PRWI-0082",2013,2.20106,0.35467,"<1","75-100","<1",20130806,4,"2.0.1"
"947","PRWI-0085",2014,2.75164,0,"1-5","75-100","1-5",20140805,5,"2.1"
"948","PRWI-0085",2010,2.72146,NA,"5-25","75-100","<1",20100727,NA,"2.0.1"
"949","PRWI-0085",2006,2.63686,NA,"1-5","<1","<1",20060911,NA,"1.0"
"950","PRWI-0085",2018,2.88198,0,"1-5","50-75","<1",20180814,4,"2.3"
"951","PRWI-0090",2013,1.5579,0.18149,"<1","75-100","<1",20130624,5,"2.0.1"
"952","PRWI-0090",2009,1.42936,NA,"<1","75-100","<1",20090805,NA,"2.0"
"953","PRWI-0090",2017,1.69829,0.19202,"<1","75-100","<1",20170515,5,"2.3"
"954","PRWI-0093",2018,1.99655,0.08437,"<1","75-100","5-25",20180821,5,"2.3"
"955","PRWI-0093",2006,1.43977,NA,"<1","<1","<1",20060906,NA,"1.0"
"956","PRWI-0093",2014,1.71854,0.0852,"<1","75-100","5-25",20140604,4,"2.1"
"957","PRWI-0093",2010,1.57429,NA,"<1","75-100","<1",20100712,NA,"2.0.1"
"958","PRWI-0096",2012,2.11044,NA,"<1","75-100","<1",20120801,NA,"2.0.1"
"959","PRWI-0096",2008,1.96995,NA,"<1","50-75","<1",20080909,NA,"1.0"
"960","PRWI-0096",2016,2.24406,0.12254,"<1","75-100","<1",20160805,5,"2.2"
"961","PRWI-0097",2019,2.0419,0.16539,"<1","50-75","<1",20190816,4,""
"962","PRWI-0097",2007,1.61029,NA,"<1","50-75","<1",20070907,NA,"1.0"
"963","PRWI-0097",2011,1.75722,NA,"<1","50-75","<1",20110727,NA,"2.0.1"
"964","PRWI-0097",2015,1.92595,0.10957,"<1","75-100","1-5",20150610,4,"2.2"
"965","PRWI-0111",2013,1.11143,0.01674,"<1","1-5","<1",20130627,4,"2.0.1"
"966","PRWI-0111",2017,1.28035,0,"<1","75-100","<1",20170602,4,"2.3"
"967","PRWI-0111",2009,0.87432,NA,"<1","1-5","<1",20090625,NA,"2.0"
"968","PRWI-0120",2015,1.67845,0,"<1","5-25","5-25",20150618,3,"2.2"
"969","PRWI-0120",2007,1.48233,NA,"<1","25-50","5-25",20070905,NA,"1.0"
"970","PRWI-0120",2019,1.81499,0,"<1","25-50","5-25",20190716,3,""
"971","PRWI-0120",2011,1.58503,NA,"<1","25-50","1-5",20110728,NA,"2.0.1"
"972","PRWI-0124",2008,1.90435,NA,"<1","75-100","<1",20080820,NA,"1.0"
"973","PRWI-0124",2012,2.07644,NA,"<1","75-100","<1",20120926,NA,"2.0.1"
"974","PRWI-0124",2016,2.23941,0.14699,"<1","75-100","<1",20160613,4,"2.2"
"975","PRWI-0125",2016,1.13969,0.02446,"1-5","50-75","5-25",20160613,4,"2.2"
"976","PRWI-0125",2008,1.04351,NA,"1-5","25-50","<1",20080820,NA,"1.0"
"977","PRWI-0125",2012,1.08057,NA,"1-5","75-100","5-25",20120926,NA,"2.0.1"
"978","PRWI-0126",2009,1.424,NA,"<1","50-75","<1",20090707,NA,"2.0"
"979","PRWI-0126",2017,1.86227,0.01389,"<1","75-100","<1",20170531,4,"2.3"
"980","PRWI-0126",2013,1.67183,0.01368,"<1","75-100","<1",20130723,4,"2.0.1"
"981","PRWI-0129",2016,1.20251,0,"<1","50-75","<1",20160615,5,"2.2"
"982","PRWI-0129",2012,1.12184,NA,"<1","50-75","<1",20120723,NA,"2.0.1"
"983","PRWI-0129",2008,1.10556,NA,"<1","50-75","<1",20080915,NA,"1.0"
"984","PRWI-0132",2008,2.32335,NA,"<1","75-100","<1",20080915,NA,"1.0"
"985","PRWI-0132",2012,2.45713,NA,"<1","75-100","<1",20120723,NA,"2.0.1"
"986","PRWI-0132",2016,2.59143,0.16965,"<1","75-100","<1",20160615,5,"2.2"
"987","PRWI-0143",2019,1.47223,0.05315,"<1","50-75","<1",20190621,4,""
"988","PRWI-0143",2011,1.22151,NA,"<1","25-50","<1",20110713,NA,"2.0.1"
"989","PRWI-0143",2015,1.33845,0.02061,"<1","50-75","<1",20150618,3,"2.2"
"990","PRWI-0143",2007,1.39271,NA,"<1","25-50","<1",20070905,NA,"1.0"
"991","PRWI-0144",2016,2.07762,0.06725,"<1","75-100","<1",20160601,4,"2.2"
"992","PRWI-0144",2012,1.92745,NA,"<1","75-100","<1",20120829,NA,"2.0.1"
"993","PRWI-0144",2008,1.76154,NA,"<1","75-100","<1",20080923,NA,"1.0"
"994","PRWI-0145",2006,1.94412,NA,"<1","<1","<1",20060911,NA,"1.0"
"995","PRWI-0145",2014,2.05915,0,"<1","50-75","1-5",20140805,4,"2.1"
"996","PRWI-0145",2010,1.99088,NA,"<1","50-75","<1",20100929,NA,"2.0.1"
"997","PRWI-0145",2018,2.11358,0,"<1","25-50","<1",20180910,4,"2.3"
"998","PRWI-0147",2017,1.4943,0.29959,"<1","50-75","<1",20170601,4,"2.3"
"999","PRWI-0147",2013,1.37893,0.36385,"<1","75-100","<1",20130723,4,"2.0.1"
"1000","PRWI-0147",2009,1.42283,NA,"<1","75-100","<1",20090707,NA,"2.0"
"1001","PRWI-0149",2009,1.43001,NA,"<1","75-100","<1",20090817,NA,"2.0"
"1002","PRWI-0149",2013,1.45483,0.39678,"<1","75-100","<1",20130809,4,"2.0.1"
"1003","PRWI-0149",2017,1.54571,0.38722,"<1","75-100","<1",20170912,5,"2.3"
"1004","PRWI-0164",2013,1.7734,0.45294,"<1","75-100","<1",20130710,3,"2.0.1"
"1005","PRWI-0164",2009,1.86042,NA,"<1","75-100","<1",20090728,NA,"2.0"
"1006","PRWI-0164",2017,1.76719,0.62916,"1-5","50-75","<1",20170908,4,"2.3"
"1007","PRWI-0168",2013,1.05589,0.00817,"<1","75-100","5-25",20130712,4,"2.0.1"
"1008","PRWI-0168",2009,1.06671,NA,"<1","75-100","<1",20090723,NA,"2.0"
"1009","PRWI-0168",2017,1.08991,0,"<1","75-100","5-25",20170524,5,"2.3"
"1010","PRWI-0173",2018,1.71386,0.03173,"<1","75-100","<1",20180705,5,"2.3"
"1011","PRWI-0173",2010,1.56421,NA,"<1","75-100","<1",20100827,NA,"2.0.1"
"1012","PRWI-0173",2006,1.5245,NA,"<1","<1","<1",20060824,NA,"1.0"
"1013","PRWI-0173",2014,1.63583,0.04691,"<1","75-100","<1",20140818,4,"2.1"
"1014","PRWI-0175",2014,1.74125,0.40718,"<1","75-100","<1",20140815,4,"2.1"
"1015","PRWI-0175",2010,1.65698,NA,"<1","75-100","<1",20100715,NA,"2.0.1"
"1016","PRWI-0175",2018,1.69573,0.38314,"<1","75-100","<1",20180911,4,"2.3"
"1017","PRWI-0175",2006,1.38461,NA,"<1","25-50","<1",20060824,NA,"1.0"
"1018","PRWI-0181",2014,2.8418,0.55963,"<1","75-100","<1",20140604,5,"2.1"
"1019","PRWI-0181",2006,3.06659,NA,"<1","<1","<1",20060828,NA,"1.0"
"1020","PRWI-0181",2010,2.97607,NA,"<1","75-100","<1",20100713,NA,"2.0.1"
"1021","PRWI-0181",2018,2.97408,0.44947,"<1","75-100","<1",20180801,5,"2.3"
"1022","PRWI-0189",2007,1.39394,NA,"<1","50-75","<1",20070906,NA,"1.0"
"1023","PRWI-0189",2019,1.27772,0.03301,"<1","50-75","<1",20190621,4,""
"1024","PRWI-0189",2015,1.50834,0.03497,"<1","50-75","<1",20150609,4,"2.2"
"1025","PRWI-0189",2011,1.50513,NA,"<1","75-100","<1",20110711,NA,"2.0.1"
"1026","PRWI-0195",2013,2.34658,0.29513,"1-5","75-100","<1",20130710,4,"2.0.1"
"1027","PRWI-0195",2009,2.53063,NA,"1-5","50-75","<1",20090723,NA,"2.0"
"1028","PRWI-0195",2017,2.48882,0.28463,"1-5","75-100","<1",20170524,5,"2.3"
"1029","PRWI-0196",2012,2.05262,NA,"<1","75-100","<1",20120913,NA,"2.0.1"
"1030","PRWI-0196",2016,2.13395,0.01517,"<1","75-100","5-25",20160531,5,"2.2"
"1031","PRWI-0196",2008,2.05666,NA,"<1","50-75","<1",20080627,NA,"1.0"
"1032","PRWI-0199",2010,2.08816,NA,"<1","75-100","<1",20100827,NA,"2.0.1"
"1033","PRWI-0199",2014,2.01052,0.38626,"<1","75-100","<1",20140818,4,"2.1"
"1034","PRWI-0199",2006,2.11305,NA,"<1","<1","<1",20060823,NA,"1.0"
"1035","PRWI-0199",2018,1.62778,0.38651,"<1","75-100","<1",20180705,5,"2.3"
"1036","PRWI-0206",2011,2.64584,NA,"5-25","75-100","<1",20110607,NA,"2.0.1"
"1037","PRWI-0206",2015,2.82828,0,"5-25","75-100","<1",20150820,5,"2.2"
"1038","PRWI-0206",2007,2.44221,NA,"5-25","75-100","<1",20070919,NA,"1.0"
"1039","PRWI-0206",2019,2.9375,0,"5-25","75-100","<1",20190729,5,""
"1040","PRWI-0223",2006,1.6961,NA,"<1","<1","<1",20060831,NA,"1.0"
"1041","PRWI-0223",2010,1.70827,NA,"<1","50-75","<1",20100602,NA,"2.0.1"
"1042","PRWI-0223",2018,1.88997,0.04714,"<1","75-100","<1",20180830,4,"2.3"
"1043","PRWI-0223",2014,1.74963,0.15458,"<1","75-100","<1",20140825,4,"2.1"
"1044","PRWI-0227",2019,2.07156,0.28547,"<1","75-100","<1",20190624,4,""
"1045","PRWI-0227",2011,2.01038,NA,"<1","75-100","<1",20110616,NA,"2.0.1"
"1046","PRWI-0227",2007,1.93204,NA,"<1","75-100","<1",20070814,NA,"1.0"
"1047","PRWI-0227",2015,2.0668,0.26209,"<1","75-100","<1",20150629,4,"2.2"
"1048","PRWI-0233",2018,1.44903,0.22229,"<1","75-100","<1",20180801,5,"2.3"
"1049","PRWI-0233",2014,1.34605,0.25607,"<1","75-100","<1",20140611,5,"2.1"
"1050","PRWI-0233",2006,1.42735,NA,"<1","<1","<1",20060829,NA,"1.0"
"1051","PRWI-0233",2010,1.27716,NA,"<1","75-100","<1",20100713,NA,"2.0.1"
"1052","PRWI-0238",2018,1.6609,0.38536,"<1","75-100","<1",20180821,5,"2.3"
"1053","PRWI-0238",2010,2.25054,NA,"<1","75-100","<1",20100709,NA,"2.0.1"
"1054","PRWI-0238",2014,2.22454,0.18395,"<1","75-100","<1",20140611,4,"2.1"
"1055","PRWI-0238",2006,2.20652,NA,"<1","<1","<1",20060919,NA,"1.0"
"1056","PRWI-0256",2013,2.74,0.37126,"<1","50-75","<1",20130617,3,"2.0.1"
"1057","PRWI-0256",2017,2.74141,0.53423,"<1","25-50","<1",20170605,3,"2.3"
"1058","PRWI-0256",2009,2.90895,NA,"<1","50-75","<1",20090608,NA,"2.0"
"1059","PRWI-0268",2017,2.89175,0.21148,"<1","75-100","<1",20170526,4,"2.3"
"1060","PRWI-0268",2009,2.5773,NA,"<1","50-75","<1",20090625,NA,"2.0"
"1061","PRWI-0268",2013,2.7199,0.20844,"<1","75-100","<1",20130627,4,"2.0.1"
"1062","PRWI-0273",2012,0.67594,NA,"<1","25-50","1-5",20121002,NA,"2.0.1"
"1063","PRWI-0273",2016,0.74205,0.31604,"<1","25-50","1-5",20160609,2,"2.2"
"1064","PRWI-0273",2008,0.597,NA,"<1","1-5","<1",20080923,NA,"1.0"
"1065","PRWI-0276",2010,0.3287,NA,"<1","1-5","<1",20100604,NA,"2.0.1"
"1066","PRWI-0276",2014,0.34731,0.41548,"<1","1-5","<1",20140613,2,"2.1"
"1067","PRWI-0276",2006,0.90253,NA,"<1","50-75","<1",20060816,NA,"1.0"
"1068","PRWI-0276",2018,0.5689,0.2441,"<1","25-50","<1",20180605,2,"2.3"
"1069","PRWI-0277",2014,1.54382,0.04355,"<1","75-100","<1",20140710,4,"2.1"
"1070","PRWI-0277",2018,1.44941,0.18371,"<1","50-75","<1",20180621,3,"2.3"
"1071","PRWI-0277",2006,1.44438,NA,"<1","<1","<1",20060816,NA,"1.0"
"1072","PRWI-0277",2010,1.51512,NA,"<1","50-75","<1",20100820,NA,"2.0.1"
"1073","PRWI-0279",2009,2.2409,NA,"<1","1-5","<1",20090826,NA,"2.0"
"1074","PRWI-0279",2013,2.27829,0.16966,"<1","5-25","<1",20130701,3,"2.0.1"
"1075","PRWI-0279",2017,2.3082,0.13299,"<1","25-50","<1",20170612,3,"2.3"
"1076","PRWI-0280",2017,1.88673,0.50039,"<1","75-100","<1",20170608,5,"2.3"
"1077","PRWI-0280",2009,1.78492,NA,"<1","75-100","<1",20090826,NA,"2.0"
"1078","PRWI-0280",2013,1.72263,0.50904,"<1","75-100","<1",20130701,4,"2.0.1"
"1079","PRWI-0282",2018,2.61809,0.35158,"<1","75-100","1-5",20180829,4,"2.3"
"1080","PRWI-0282",2010,2.52017,NA,"<1","25-50","1-5",20100922,NA,"2.0.1"
"1081","PRWI-0282",2014,2.57302,0.29345,"<1","50-75","1-5",20140715,4,"2.1"
"1082","PRWI-0282",2006,2.52923,NA,"<1","<1","1-5",20060822,NA,"1.0"
"1083","PRWI-0286",2013,2.58813,0.04216,"<1","5-25","5-25",20130625,3,"2.0.1"
"1084","PRWI-0286",2017,2.79246,0.01453,"<1","25-50","5-25",20170914,3,"2.3"
"1085","PRWI-0286",2009,2.43934,NA,"<1","5-25","<1",20090615,NA,"2.0"
"1086","PRWI-0287",2011,2.01638,NA,"<1","75-100","1-5",20110909,NA,"2.0.1"
"1087","PRWI-0287",2015,2.16613,0.31935,"<1","75-100","1-5",20150521,4,"2.2"
"1088","PRWI-0287",2019,2.07814,0.4628,"<1","75-100","1-5",20190726,4,""
"1089","PRWI-0287",2007,1.83127,NA,"<1","50-75","<1",20070814,NA,"1.0"
"1090","PRWI-0289",2011,3.11183,NA,"<1","75-100","<1",20110602,NA,"2.0.1"
"1091","PRWI-0289",2015,3.29879,0.31429,"<1","75-100","<1",20150827,5,"2.2"
"1092","PRWI-0289",2007,3.04917,NA,"<1","75-100","<1",20070906,NA,"1.0"
"1093","PRWI-0289",2019,3.27248,0.35887,"<1","75-100","<1",20190725,5,""
"1094","PRWI-0298",2015,2.26859,0.085,"<1","75-100","<1",20150527,5,"2.2"
"1095","PRWI-0298",2011,2.15125,NA,"<1","75-100","<1",20110623,NA,"2.0.1"
"1096","PRWI-0298",2019,2.37275,0.14262,"<1","75-100","<1",20190724,4,""
"1097","PRWI-0298",2007,2.12371,NA,"<1","75-100","<1",20070911,NA,"1.0"
"1098","PRWI-0301",2013,2.36509,0.22462,"<1","25-50","<1",20130806,3,"2.0.1"
"1099","PRWI-0301",2009,2.36954,NA,"<1","5-25","<1",20090716,NA,"2.0"
"1100","PRWI-0301",2017,2.41113,0.26964,"<1","50-75","<1",20170619,4,"2.3"
"1101","PRWI-0305",2017,2.56884,0.18149,"<1","50-75","1-5",20170510,4,"2.3"
"1102","PRWI-0305",2013,2.42887,0.22564,"<1","25-50","5-25",20130715,3,"2.0.1"
"1103","PRWI-0305",2009,2.23276,NA,"<1","50-75","<1",20090623,NA,"2.0"
"1104","PRWI-0307",2009,1.60599,NA,"<1","50-75","<1",20090623,NA,"2.0"
"1105","PRWI-0307",2013,1.67531,0.46868,"<1","25-50","<1",20130715,4,"2.0.1"
"1106","PRWI-0307",2017,1.49457,0.41975,"<1","25-50","<1",20170510,3,"2.3"
"1107","PRWI-0313",2015,0.91019,0.02324,"1-5","75-100","<1",20150708,4,"2.2"
"1108","PRWI-0313",2011,0.72601,NA,"<1","50-75","<1",20110725,NA,"2.0.1"
"1109","PRWI-0313",2007,0.62527,NA,"1-5","50-75","<1",20070827,NA,"1.0"
"1110","PRWI-0313",2019,1.04054,0.01862,"1-5","75-100","<1",20190725,4,""
"1111","PRWI-0321",2006,1.62359,NA,"<1","5-25","<1",20060831,NA,"1.0"
"1112","PRWI-0321",2014,1.79292,0.12865,"<1","50-75","5-25",20140815,4,"2.1"
"1113","PRWI-0321",2010,1.62486,NA,"<1","50-75","<1",20100825,NA,"2.0.1"
"1114","PRWI-0321",2018,1.91191,0.12242,"<1","50-75","5-25",20180620,3,"2.3"
"1115","PRWI-0325",2011,2.30049,NA,"<1","75-100","<1",20110718,NA,"2.0.1"
"1116","PRWI-0325",2019,2.35774,0.09079,"<1","75-100","<1",20190724,4,""
"1117","PRWI-0325",2015,2.29017,0.10964,"<1","50-75","<1",20150630,4,"2.2"
"1118","PRWI-0325",2007,2.23225,NA,"<1","75-100","<1",20070919,NA,"1.0"
"1119","PRWI-0333",2018,1.15341,0.37426,"<1","75-100","<1",20180613,3,"2.3"
"1120","PRWI-0333",2006,1.15649,NA,"<1","25-50","<1",20060920,NA,"1.0"
"1121","PRWI-0333",2014,1.21952,0.18044,"<1","75-100","<1",20140625,3,"2.1"
"1122","PRWI-0333",2010,1.08778,NA,"<1","5-25","<1",20100928,NA,"2.0.1"
"1123","PRWI-0334",2012,2.01197,NA,"<1","1-5","<1",20120912,NA,"2.0.1"
"1124","PRWI-0334",2016,1.57399,0.51149,"<1","5-25","5-25",20160608,1,"2.2"
"1125","PRWI-0334",2008,1.8996,NA,"<1","5-25","<1",20080902,NA,"1.0"
"1126","PRWI-0338",2018,1.91731,0.61353,"<1","75-100","<1",20180611,4,"2.3"
"1127","PRWI-0338",2010,2.17044,NA,"<1","75-100","<1",20100927,NA,"2.0.1"
"1128","PRWI-0338",2014,1.8888,0.60065,"<1","75-100","<1",20140710,4,"2.1"
"1129","PRWI-0338",2006,2.20342,NA,"<1","<1","<1",20060912,NA,"1.0"
"1130","PRWI-0349",2012,1.8276,NA,"<1","75-100","<1",20120821,NA,"2.0.1"
"1131","PRWI-0349",2008,1.6674,NA,"<1","50-75","<1",20080806,NA,"1.0"
"1132","PRWI-0349",2016,1.86948,0.34656,"<1","75-100","<1",20160804,5,"2.2"
"1133","PRWI-0355",2008,1.48967,NA,"1-5","75-100","<1",20080819,NA,"1.0"
"1134","PRWI-0355",2012,1.56468,NA,"<1","75-100","<1",20120910,NA,"2.0.1"
"1135","PRWI-0355",2016,1.64921,0,"<1","75-100","5-25",20160810,5,"2.2"
"1136","PRWI-0369",2008,2.28454,NA,"<1","50-75","<1",20080902,NA,"1.0"
"1137","PRWI-0369",2016,1.82779,0.81089,"<1","75-100","<1",20160606,4,"2.2"
"1138","PRWI-0369",2012,2.45535,NA,"<1","75-100","<1",20120709,NA,"2.0.1"
"1139","PRWI-0377",2008,2.10963,NA,"1-5","5-25","1-5",20080822,NA,"1.0"
"1140","PRWI-0377",2016,2.2672,0,"<1","5-25","25-50",20160824,4,"2.2"
"1141","PRWI-0377",2012,2.13375,NA,"1-5","5-25","5-25",20120627,NA,"2.0.1"
"1142","PRWI-0378",2019,2.17051,0.22967,"<1","50-75","1-5",20190618,5,""
"1143","PRWI-0378",2015,1.97942,0.28978,"<1","75-100","<1",20150528,4,"2.2"
"1144","PRWI-0378",2011,1.82661,NA,"<1","50-75","<1",20110830,NA,"2.0.1"
"1145","PRWI-0378",2007,1.91247,NA,"<1","50-75","<1",20070820,NA,"1.0"
"1146","PRWI-0379",2012,1.23607,NA,"<1","75-100","<1",20120816,NA,"2.0.1"
"1147","PRWI-0379",2016,1.38452,0.35022,"<1","75-100","<1",20160804,5,"2.2"
"1148","PRWI-0379",2008,1.1008,NA,"<1","25-50","<1",20080722,NA,"1.0"
"1149","PRWI-0381",2007,1.83743,NA,"<1","75-100","<1",20070917,NA,"1.0"
"1150","PRWI-0381",2019,2.0191,0.14803,"<1","75-100","<1",20190726,4,""
"1151","PRWI-0381",2011,1.88057,NA,"<1","75-100","<1",20110711,NA,"2.0.1"
"1152","PRWI-0381",2015,1.93289,0.17011,"<1","75-100","1-5",20150820,4,"2.2"
"1153","PRWI-0392",2012,1.15526,NA,"<1","75-100","<1",20120830,NA,"2.0.1"
"1154","PRWI-0392",2016,1.28037,0.05624,"<1","50-75","<1",20160610,4,"2.2"
"1155","PRWI-0392",2008,1.01938,NA,"<1","50-75","<1",20080924,NA,"1.0"
"1156","PRWI-0398",2006,2.0304,NA,"<1","<1","<1",20060920,NA,"1.0"
"1157","PRWI-0398",2010,1.91509,NA,"<1","25-50","<1",20100521,NA,"2.0.1"
"1158","PRWI-0398",2014,1.58354,0.66583,"<1","25-50","<1",20140728,4,"2.1"
"1159","PRWI-0398",2018,1.36398,0.65667,"<1","25-50","<1",20180621,3,"2.3"
"1160","PRWI-0401",2008,2.06867,NA,"<1","25-50","<1",20080829,NA,"1.0"
"1161","PRWI-0401",2016,2.16153,0.16882,"<1","50-75","<1",20160531,3,"2.2"
"1162","PRWI-0401",2012,2.0477,NA,"<1","50-75","<1",20120709,NA,"2.0.1"
"1163","PRWI-0409",2008,1.77034,NA,"<1","50-75","<1",20080822,NA,"1.0"
"1164","PRWI-0409",2016,1.89497,0.22832,"<1","75-100","<1",20160526,4,"2.2"
"1165","PRWI-0409",2012,1.77689,NA,"<1","75-100","<1",20120627,NA,"2.0.1"
"1166","PRWI-0417",2007,2.89258,NA,"<1","75-100","<1",20070911,NA,"1.0"
"1167","PRWI-0417",2011,3.0003,NA,"<1","75-100","<1",20110629,NA,"2.0.1"
"1168","PRWI-0417",2019,3.25832,0.02738,"<1","75-100","<1",20190730,5,""
"1169","PRWI-0417",2015,3.14824,0.06246,"<1","75-100","<1",20150831,5,"2.2"
"1170","PRWI-0431",2007,1.4892,NA,"<1","5-25","<1",20070821,NA,"1.0"
"1171","PRWI-0431",2015,0.77754,0.64537,"<1","50-75","<1",20150708,4,"2.2"
"1172","PRWI-0431",2019,0.90497,0.63075,"<1","50-75","<1",20190906,3,""
"1173","PRWI-0431",2011,0.98451,NA,"<1","50-75","<1",20110901,NA,"2.0.1"
"1174","PRWI-0435",2009,2.4928,NA,"<1","25-50","<1",20090729,NA,"2.0"
"1175","PRWI-0435",2013,2.48249,0.4489,"<1","25-50","<1",20130712,4,"2.0.1"
"1176","PRWI-0435",2017,2.59332,0.35323,"<1","50-75","<1",20170622,4,"2.3"
"1177","PRWI-0436",2006,2.03872,NA,"<1","<1","<1",20060918,NA,"1.0"
"1178","PRWI-0436",2014,2.30992,0.07435,"<1","75-100","<1",20140728,4,"2.1"
"1179","PRWI-0436",2018,2.34547,0.2038,"<1","75-100","<1",20180808,4,"2.3"
"1180","PRWI-0436",2010,2.19328,NA,"<1","75-100","<1",20100625,NA,"2.0.1"
"1181","PRWI-0446",2014,2.18771,0.06187,"<1","75-100","<1",20140715,5,"2.1"
"1182","PRWI-0446",2010,1.90461,NA,"<1","75-100","<1",20100614,NA,"2.0.1"
"1183","PRWI-0446",2006,1.91816,NA,"<1","<1","<1",20060908,NA,"1.0"
